Level	Others	RiPPs	NRPS	PKS	Terpene
f__GWC2-42-7-A	0	0	0	0	0
f__JABDGR01	0	0	0	0	2
f__JABJCN01	0	0	0	0	0
f__JABSRG01	0	0	0	0	0
f__JAFGAQ01	0	0	0	0	0
f__KCTC-12870	0	0	0	0	0
f__MB11C04	25	0	1	0	17
f__Opitutaceae	18	13	23	14	11
f__Puniceicoccaceae	5	2	1	3	0
f__T3Sed10-336	0	0	0	0	0
f__UBA12508	0	0	0	0	0
f__UBA1977	0	0	0	0	0
f__UBA2987	0	0	3	1	2
f__UBA2995	0	0	1	0	0
f__UBA3534	0	0	0	0	0
f__UBA953	0	0	4	1	1
f__UBA9783	0	0	0	0	0
f__Verruco-01	4	1	2	5	0
f__CAIQCK01	0	0	0	0	0
f__Palsa-1439	0	0	1	1	2
f__AAA164-E04	0	4	3	0	29
f__AV2	0	0	0	0	0
f__BJHT01	0	0	0	0	0
f__CAIMTB01	0	0	4	0	6
f__CAIQOK01	1	0	1	0	3
f__CAIYYI01	0	0	0	0	0
f__DSYF01	0	0	0	0	0
f__DTKC01	0	0	0	0	0
f__DTLC01	0	0	0	0	0
f__DTNQ01	0	0	0	0	0
f__F1-12-MAGs170	0	0	0	0	0
f__F1-80-MAGS106	0	0	0	0	0
f__GCA-2715965	0	3	7	4	4
f__J093	0	0	0	0	0
f__JACDHS01	0	0	0	0	0
f__JACPZS01	0	0	0	0	0
f__JACQFS01	0	0	0	0	0
f__JACRJY01	0	0	0	0	0
f__JACRJZ01	0	0	0	0	0
f__JADGRT01	0	0	0	0	0
f__JADJPG01	0	0	0	0	0
f__JAFGQR01	0	0	0	0	0
f__JAFMIX01	0	0	0	0	0
f__JAHEOI01	0	0	0	0	0
f__NGM72-4	0	0	0	0	0
f__PALSA-1396	0	0	0	0	0
f__Palsa-1400	0	0	0	0	0
f__Pedosphaeraceae	1	1	13	3	9
f__RI-55	0	0	0	0	0
f__SIAT01	0	0	0	0	0
f__SIBE01	0	0	0	0	0
f__SIBH01	3	0	1	0	3
f__SXQI01	0	0	0	0	0
f__SXTU01	1	1	0	0	7
f__UBA1096	0	2	0	0	22
f__UBA1100	2	0	0	0	14
f__UBA11320	0	0	0	0	0
f__UBA11358	9	0	8	2	19
f__UBA1319	0	0	0	0	0
f__UBA1412	0	0	0	0	0
f__UBA3939	0	0	0	0	0
f__UBA8199	0	0	0	0	0
f__UBA9464	7	0	0	0	19
f__VHCN01	0	0	0	0	0
f__VHDF01	0	0	0	0	0
f__Akkermansiaceae	12	9	4	42	97
f__DEV007	19	4	25	38	75
f__SKLO01	0	0	0	0	0
f__SLCJ01	0	0	0	0	0
f__V1-33	0	2	4	6	5
f__Verrucomicrobiaceae	11	4	6	16	29
